Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promotion Used,Days Between Purchases,Frequency Engagement,Subscription Flag,Previous Purchases Norm,Frequency Engagement Norm,Review Rating Norm,Loyalty Score,Customer Loyalty Type,Purchase Amount Norm,Customer Value Score,Customer Value Tier,Ideal Customer,Age Group,Promo Flag
3126,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,3,Cash,Quarterly,0,90,0.011111111111111112,0,0.04081632653061225,0.05974549968963377,0.6000000000000001,0.12534453818771457,At Risk,0.07500000000000001,0.06000000000000001,Low Value,Other Customer,26-35,0
3127,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,28,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.5510204081632653,0.4902234636871508,0.040000000000000036,0.4040660700034203,Regular,0.7000000000000001,0.56,Medium Value,Other Customer,56-65,0
3128,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,43,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.8571428571428571,0.05974549968963377,0.3600000000000001,0.497507803493837,Loyal,0.925,0.7400000000000001,High Value,Other Customer,46-55,0
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,20,Cash,Annually,0,365,0.0027397260273972603,0,0.38775510204081626,0.0,0.7600000000000002,0.30787755102040815,Regular,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,56-65,0
3130,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,40,Venmo,Quarterly,0,90,0.011111111111111112,0,0.7959183673469387,0.05974549968963377,0.8800000000000001,0.5448955585958778,Loyal,0.0,0.0,Low Value,Other Customer,56-65,0
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,34,Venmo,Quarterly,0,90,0.011111111111111112,0,0.673469387755102,0.05974549968963377,0.8,0.47167106879995946,Regular,0.0,0.0,Low Value,Other Customer,46-55,0
3132,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,11,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.2040816326530612,0.05974549968963377,0.15999999999999992,0.14097719124893904,At Risk,0.48750000000000004,0.39000000000000007,Medium Value,Other Customer,26-35,0
3133,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,26,Cash,Quarterly,0,90,0.011111111111111112,0,0.510204081632653,0.05974549968963377,0.6800000000000002,0.372038415738735,Regular,0.9625000000000001,0.7700000000000001,High Value,Other Customer,26-35,0
3134,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,29,Cash,Fortnightly,0,14,0.07142857142857142,0,0.5714285714285714,0.4902234636871508,0.6399999999999999,0.5042701516360734,Loyal,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,56-65,0
3135,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.9387755102040816,1.0,0.7600000000000002,0.8333877551020408,Champion,0.5750000000000001,0.4600000000000001,Medium Value,Other Customer,26-35,0
3136,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.9591836734693877,0.4902234636871508,0.8800000000000001,0.7341477026564815,Champion,0.8125,0.65,Medium Value,Other Customer,65+,0
3137,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,29,Cash,Fortnightly,0,14,0.07142857142857142,0,0.5714285714285714,0.4902234636871508,0.2400000000000002,0.4442701516360734,Regular,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,56-65,0
3138,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,14,Bank Transfer,Monthly,0,30,0.03333333333333333,0,0.26530612244897955,0.21834264432029793,0.08000000000000007,0.19923872230456427,At Risk,0.30000000000000004,0.24000000000000005,Low Value,Other Customer,26-35,0
3139,47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,40,Cash,Quarterly,0,90,0.011111111111111112,0,0.7959183673469387,0.05974549968963377,0.8399999999999999,0.5388955585958778,Loyal,0.9375,0.75,High Value,Other Customer,46-55,0
3140,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,4,Venmo,Weekly,0,7,0.14285714285714285,0,0.061224489795918366,1.0,0.7600000000000002,0.3946122448979592,Regular,0.8125,0.65,Medium Value,Other Customer,26-35,0
3141,34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,37,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.7346938775510203,1.0,0.8399999999999999,0.7433469387755102,Champion,0.30000000000000004,0.24000000000000005,Low Value,Other Customer,26-35,0
3142,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,47,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.9387755102040816,0.4902234636871508,0.9600000000000002,0.7359436210238285,Champion,0.125,0.1,Low Value,Other Customer,36-45,0
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,1,Venmo,Quarterly,0,90,0.011111111111111112,0,0.0,0.05974549968963377,0.6000000000000001,0.10493637492240845,At Risk,0.012500000000000011,0.010000000000000009,Low Value,Other Customer,18-25,0
3144,68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,26,Cash,Quarterly,0,90,0.011111111111111112,0,0.510204081632653,0.05974549968963377,0.15999999999999992,0.2940384157387349,Regular,0.025000000000000022,0.020000000000000018,Low Value,Other Customer,65+,0
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,12,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.22448979591836735,0.05974549968963377,0.040000000000000036,0.13318127288159212,At Risk,0.625,0.5,Medium Value,Other Customer,18-25,0
3146,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,16,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.3061224489795918,0.4902234636871508,0.8399999999999999,0.40161709041158355,Regular,0.11250000000000004,0.09000000000000004,Low Value,Other Customer,56-65,0
3147,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,19,PayPal,Annually,0,365,0.0027397260273972603,0,0.36734693877551017,0.0,0.9600000000000002,0.3276734693877551,Regular,0.7875000000000001,0.6300000000000001,Medium Value,Other Customer,18-25,0
3148,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,21,Credit Card,Weekly,0,7,0.14285714285714285,0,0.4081632653061224,1.0,0.72,0.5620816326530612,Loyal,0.9875,0.79,High Value,Other Customer,36-45,0
3149,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,15,Venmo,Weekly,0,7,0.14285714285714285,0,0.28571428571428564,1.0,0.72,0.5008571428571428,Loyal,0.1875,0.15000000000000002,Low Value,Other Customer,36-45,0
3150,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,9,Venmo,Annually,0,365,0.0027397260273972603,0,0.16326530612244897,0.0,0.8399999999999999,0.20763265306122447,At Risk,0.25,0.2,Low Value,Other Customer,,0
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,7,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.12244897959183673,0.4902234636871508,0.040000000000000036,0.18978035571770607,At Risk,0.0625,0.05,Low Value,Other Customer,46-55,0
3152,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,47,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.9387755102040816,0.05974549968963377,0.2400000000000002,0.5203241300244492,Loyal,0.55,0.44000000000000006,Medium Value,Other Customer,46-55,0
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,17,PayPal,Monthly,0,30,0.03333333333333333,0,0.32653061224489793,0.21834264432029793,0.2400000000000002,0.2538509672025235,At Risk,0.875,0.7000000000000001,High Value,Other Customer,46-55,0
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,46,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.9183673469387754,0.4902234636871508,0.2400000000000002,0.6177395393911754,Champion,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,56-65,0
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,32,Cash,Quarterly,0,90,0.011111111111111112,0,0.6326530612244897,0.05974549968963377,0.7600000000000002,0.44526290553465336,Regular,0.4375,0.35000000000000003,Low Value,Other Customer,26-35,0
3156,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,34,Cash,Annually,0,365,0.0027397260273972603,0,0.673469387755102,0.0,0.72,0.444734693877551,Regular,0.875,0.7000000000000001,High Value,Other Customer,18-25,0
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,18,Cash,Monthly,0,30,0.03333333333333333,0,0.346938775510204,0.21834264432029793,0.2400000000000002,0.2640550488351765,Regular,0.375,0.30000000000000004,Low Value,Other Customer,,0
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,5,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.08163265306122448,0.4902234636871508,0.2400000000000002,0.19937219245239998,At Risk,0.17500000000000004,0.14000000000000004,Low Value,Other Customer,18-25,0
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,44,Credit Card,Monthly,0,30,0.03333333333333333,0,0.8775510204081631,0.21834264432029793,0.9600000000000002,0.637361171284156,Champion,0.7125,0.5700000000000001,Medium Value,Other Customer,26-35,0
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,4,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.061224489795918366,0.05974549968963377,0.15999999999999992,0.06954861982036761,At Risk,0.8625,0.6900000000000001,Medium Value,Other Customer,56-65,0
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,37,Cash,Fortnightly,0,14,0.07142857142857142,0,0.7346938775510203,0.4902234636871508,0.52,0.5679028046972978,Loyal,0.8375000000000001,0.6700000000000002,Medium Value,Other Customer,26-35,0
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,43,Cash,Monthly,0,30,0.03333333333333333,0,0.8571428571428571,0.21834264432029793,0.6800000000000002,0.585157089651503,Loyal,0.7125,0.5700000000000001,Medium Value,Other Customer,65+,0
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,28,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.5510204081632653,0.05974549968963377,0.56,0.3744465790040411,Regular,0.8125,0.65,Medium Value,Other Customer,65+,0
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,36,Cash,Monthly,0,30,0.03333333333333333,0,0.7142857142857142,0.21834264432029793,0.11999999999999988,0.4297285182229315,Regular,0.5750000000000001,0.4600000000000001,Medium Value,Other Customer,46-55,0
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,16,Credit Card,Annually,0,365,0.0027397260273972603,0,0.3061224489795918,0.0,0.040000000000000036,0.1590612244897959,At Risk,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,36-45,0
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,38,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.7551020408163265,0.05974549968963377,0.20000000000000018,0.4224873953305717,Regular,0.9000000000000001,0.7200000000000002,High Value,Other Customer,46-55,0
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,37,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.7346938775510203,0.4902234636871508,0.08000000000000007,0.5019028046972979,Loyal,0.75,0.6000000000000001,Medium Value,Other Customer,18-25,0
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,9,Cash,Fortnightly,0,14,0.07142857142857142,0,0.16326530612244897,0.4902234636871508,0.11999999999999988,0.22218851898301217,At Risk,0.7250000000000001,0.5800000000000001,Medium Value,Other Customer,18-25,0
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,14,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.26530612244897955,0.4902234636871508,0.15999999999999992,0.27920892714627743,Regular,0.050000000000000044,0.040000000000000036,Low Value,Other Customer,26-35,0
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3,Venmo,Weekly,0,7,0.14285714285714285,0,0.04081632653061225,1.0,0.52,0.34840816326530616,Regular,0.48750000000000004,0.39000000000000007,Medium Value,Other Customer,26-35,0
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,10,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.18367346938775508,0.4902234636871508,0.7600000000000002,0.3283926006156653,Regular,0.26250000000000007,0.21000000000000008,Low Value,Other Customer,56-65,0
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,26,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.510204081632653,0.4902234636871508,0.2400000000000002,0.4136579067381142,Regular,0.07500000000000001,0.06000000000000001,Low Value,Other Customer,65+,0
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,30,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.5918367346938774,0.4902234636871508,0.4800000000000002,0.4904742332687264,Loyal,0.4,0.32000000000000006,Low Value,Other Customer,56-65,0
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,32,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.6326530612244897,0.4902234636871508,0.9600000000000002,0.5828823965340326,Loyal,0.32500000000000007,0.26000000000000006,Low Value,Other Customer,65+,0
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,35,PayPal,Monthly,0,30,0.03333333333333333,0,0.693877551020408,0.21834264432029793,0.52,0.4795244365902785,Regular,0.4,0.32000000000000006,Low Value,Other Customer,36-45,0
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.510204081632653,0.05974549968963377,0.3600000000000001,0.32403841573873493,Regular,0.275,0.22000000000000003,Low Value,Other Customer,26-35,0
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,39,Credit Card,Monthly,0,30,0.03333333333333333,0,0.7755102040816325,0.21834264432029793,0.8399999999999999,0.5683407631208908,Loyal,0.21250000000000002,0.17000000000000004,Low Value,Other Customer,36-45,0
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,Monthly,0,30,0.03333333333333333,0,0.6122448979591836,0.21834264432029793,0.28000000000000025,0.40270811005966634,Regular,0.4,0.32000000000000006,Low Value,Other Customer,46-55,0
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,28,Credit Card,Annually,0,365,0.0027397260273972603,0,0.5510204081632653,0.0,0.08000000000000007,0.28751020408163264,Regular,0.17500000000000004,0.14000000000000004,Low Value,Other Customer,65+,0
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,12,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.22448979591836735,0.4902234636871508,0.72,0.34280076388097136,Regular,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,56-65,0
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,46,PayPal,Weekly,0,7,0.14285714285714285,0,0.9183673469387754,1.0,0.52,0.7871836734693877,Champion,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,,0
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,27,PayPal,Quarterly,0,90,0.011111111111111112,0,0.5306122448979591,0.05974549968963377,0.7600000000000002,0.39424249737138806,Regular,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,26-35,0
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,4,Credit Card,Annually,0,365,0.0027397260273972603,0,0.061224489795918366,0.0,0.44000000000000017,0.09661224489795919,At Risk,0.9625000000000001,0.7700000000000001,High Value,Other Customer,46-55,0
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,14,Cash,Quarterly,0,90,0.011111111111111112,0,0.26530612244897955,0.05974549968963377,0.40000000000000013,0.20758943614689823,At Risk,0.45000000000000007,0.3600000000000001,Low Value,Other Customer,46-55,0
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,30,Venmo,Quarterly,0,90,0.011111111111111112,0,0.5918367346938774,0.05974549968963377,0.6800000000000002,0.4128547422693472,Regular,0.4125000000000001,0.33000000000000007,Low Value,Other Customer,56-65,0
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,6,PayPal,Annually,0,365,0.0027397260273972603,0,0.10204081632653061,0.0,0.8800000000000001,0.1830204081632653,At Risk,0.6375000000000001,0.5100000000000001,Medium Value,Other Customer,46-55,0
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,43,Venmo,Annually,0,365,0.0027397260273972603,0,0.8571428571428571,0.0,0.9199999999999999,0.5665714285714285,Loyal,0.9125000000000001,0.7300000000000001,High Value,Other Customer,36-45,0
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly,0,7,0.14285714285714285,0,0.5510204081632653,1.0,0.28000000000000025,0.5675102040816327,Loyal,0.65,0.52,Medium Value,Other Customer,65+,0
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,39,Bank Transfer,Monthly,0,30,0.03333333333333333,0,0.7755102040816325,0.21834264432029793,0.40000000000000013,0.5023407631208908,Loyal,0.48750000000000004,0.39000000000000007,Medium Value,Other Customer,36-45,0
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,30,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.5918367346938774,0.4902234636871508,0.6800000000000002,0.5204742332687264,Loyal,0.8375000000000001,0.6700000000000002,Medium Value,Other Customer,18-25,0
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,5,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.08163265306122448,0.4902234636871508,0.3600000000000001,0.21737219245239997,At Risk,0.7250000000000001,0.5800000000000001,Medium Value,Other Customer,36-45,0
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,42,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.836734693877551,0.05974549968963377,0.8800000000000001,0.5653037218611839,Loyal,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,56-65,0
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,20,Cash,Fortnightly,0,14,0.07142857142857142,0,0.38775510204081626,0.4902234636871508,0.20000000000000018,0.34643341694219587,Regular,0.7000000000000001,0.56,Medium Value,Other Customer,18-25,0
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,35,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.693877551020408,0.4902234636871508,0.6000000000000001,0.5594946414319917,Loyal,0.9875,0.79,High Value,Other Customer,56-65,0
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,10,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.18367346938775508,0.4902234636871508,0.8399999999999999,0.34039260061566523,Regular,0.4,0.32000000000000006,Low Value,Other Customer,36-45,0
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,36,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.7142857142857142,0.05974549968963377,0.9600000000000002,0.5160792320652656,Loyal,0.4750000000000001,0.3800000000000001,Medium Value,Other Customer,65+,0
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,21,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.4081632653061224,0.4902234636871508,0.11999999999999988,0.3446374985748489,Regular,0.48750000000000004,0.39000000000000007,Medium Value,Other Customer,18-25,0
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.5714285714285714,0.05974549968963377,0.28000000000000025,0.3426506606366942,Regular,0.6375000000000001,0.5100000000000001,Medium Value,Other Customer,26-35,0
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,39,Debit Card,Weekly,0,7,0.14285714285714285,0,0.7755102040816325,1.0,0.11999999999999988,0.6557551020408163,Champion,0.925,0.7400000000000001,High Value,Ideal Customer,56-65,0
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,16,PayPal,Monthly,0,30,0.03333333333333333,0,0.3061224489795918,0.21834264432029793,0.6800000000000002,0.3096468855698704,Regular,0.25,0.2,Low Value,Other Customer,56-65,0
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,32,Credit Card,Monthly,0,30,0.03333333333333333,0,0.6326530612244897,0.21834264432029793,0.9199999999999999,0.5089121916923194,Loyal,0.050000000000000044,0.040000000000000036,Low Value,Other Customer,65+,0
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,34,Cash,Monthly,0,30,0.03333333333333333,0,0.673469387755102,0.21834264432029793,0.11999999999999988,0.4093203549576255,Regular,0.22500000000000003,0.18000000000000005,Low Value,Other Customer,46-55,0
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,38,Venmo,Annually,0,365,0.0027397260273972603,0,0.7551020408163265,0.0,0.8,0.49755102040816324,Loyal,0.21250000000000002,0.17000000000000004,Low Value,Other Customer,56-65,0
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,14,Venmo,Annually,0,365,0.0027397260273972603,0,0.26530612244897955,0.0,0.6399999999999999,0.22865306122448975,At Risk,0.11250000000000004,0.09000000000000004,Low Value,Other Customer,56-65,0
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,23,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.44897959183673464,0.4902234636871508,0.72,0.455045661840155,Regular,0.9000000000000001,0.7200000000000002,High Value,Other Customer,56-65,0
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,50,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,1.0,0.05974549968963377,0.7600000000000002,0.6289363749224084,Champion,0.050000000000000044,0.040000000000000036,Low Value,Other Customer,36-45,0
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,49,PayPal,Monthly,0,30,0.03333333333333333,0,0.9795918367346937,0.21834264432029793,0.20000000000000018,0.5743815794474214,Loyal,0.4,0.32000000000000006,Low Value,Other Customer,36-45,0
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,14,PayPal,Annually,0,365,0.0027397260273972603,0,0.26530612244897955,0.0,0.08000000000000007,0.1446530612244898,At Risk,0.11250000000000004,0.09000000000000004,Low Value,Other Customer,65+,0
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,42,PayPal,Weekly,0,7,0.14285714285714285,0,0.836734693877551,1.0,0.32000000000000006,0.7163673469387755,Champion,0.125,0.1,Low Value,Other Customer,56-65,0
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,No,39,Debit Card,Annually,0,365,0.0027397260273972603,0,0.7755102040816325,0.0,0.72,0.49575510204081624,Loyal,0.1375,0.11000000000000001,Low Value,Other Customer,56-65,0
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,43,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.8571428571428571,0.4902234636871508,0.15999999999999992,0.5751272944932163,Loyal,0.5875,0.47000000000000003,Medium Value,Other Customer,26-35,0
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,12,Cash,Monthly,0,30,0.03333333333333333,0,0.22448979591836735,0.21834264432029793,0.9600000000000002,0.31083055903925816,Regular,0.5625,0.45,Medium Value,Other Customer,46-55,0
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,21,Debit Card,Weekly,0,7,0.14285714285714285,0,0.4081632653061224,1.0,0.44000000000000017,0.5200816326530613,Loyal,0.025000000000000022,0.020000000000000018,Low Value,Other Customer,26-35,0
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,33,Credit Card,Monthly,0,30,0.03333333333333333,0,0.6530612244897959,0.21834264432029793,0.32000000000000006,0.42911627332497243,Regular,0.45000000000000007,0.3600000000000001,Low Value,Other Customer,26-35,0
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,6,Debit Card,Annually,0,365,0.0027397260273972603,0,0.10204081632653061,0.0,0.2400000000000002,0.08702040816326534,At Risk,0.7250000000000001,0.5800000000000001,Medium Value,Other Customer,46-55,0
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,10,PayPal,Quarterly,0,90,0.011111111111111112,0,0.18367346938775508,0.05974549968963377,0.08000000000000007,0.118773109616286,At Risk,0.875,0.7000000000000001,High Value,Other Customer,26-35,0
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,18,Cash,Weekly,0,7,0.14285714285714285,0,0.346938775510204,1.0,0.3600000000000001,0.477469387755102,Regular,0.8125,0.65,Medium Value,Other Customer,36-45,0
